ammonia	ammoníak	Noun
amniotic fluid	legvatn	Noun
amoeba	amaba	Noun
amoeba	teygjudýr	Noun
amortization	afborgun	Noun
amount to	nema	Verb
ampere	amper	Noun
amphetamine	amfetamín	Noun
amphibian	froskdýr	Noun
ampoule	lykja	Noun
amusement	skemmtun	Noun
amusement park	skemmtigarður	Noun
anaesthetization	svæfing	Noun
anagram	raðhverfa	Noun
anal sex	endaþarmsmök	Noun
analyse	greina	Verb
analysis	greining	Noun
anamnesis	upprifjun	Noun
anarchic	stjórnlaus	Adjective
anarchy	stjórnleysi	Noun
anchor	akkeri	Noun
anchorage	bátalægi	Noun
anchorage	lægi	Noun
anchorage	skipalægi	Noun
anchovy	ansjósa	Noun
and	og	Conjunction
and/or	og/eða	Conjunction
anecdote	atvikssaga	Noun
anemia	blóðleysi	Noun
anemone	anemóna	Noun
anemone	skógarsóley	Noun
anesthesia	deyfing	Noun
anesthetic	deyfilyf	Noun
anesthetize	deyfa	Verb
anesthetize	svæfa	Verb
angel	engill	Noun
angelic	englalegur	Adjective
angelica	hvönn	Noun
angina pectoris	hjartakveisa	Noun
angle	horn	Noun
anguish	hrelling	Noun
angular	hyrndur	Adjective
angular velocity	hornhraði	Noun
animal cell	dýrafruma	Noun
animal fat oil	lýsi	Noun
animal habitat	óðal	Noun
animal's snout	trjóna	Noun
ankle	ökkli	Noun
ankylosing spondylitis	hryggikt	Noun
annexation	innlimun	Noun
anniversary	afmæli	Noun
announcement	tilkynning	Noun
announcer	kynnir	Noun
announcer	þulur	Noun
annual	einær	Adjective
annual meadow grass	varpasveifgras	Noun
annual meeting	aðalfundur	Noun
annual stonecrop	skriðuhnoðri	Noun
annulment	riftun	Noun
anoint	smyrja	Verb
anonymity	nafnleysi	Noun
anonymous	nafnlaus	Adjective
answer	andsvar	Noun
answer	andsvara	Verb
answer	ans	Noun
answer	íþætta	Noun
ant	maur	Noun
antagonist	andstæðingur	Noun
antelope	antilópa	Noun
anther	frjóhnappur	Noun
anthill	mauraþúfa	Noun
anthrax	miltisbrandur	Noun
anthropologist	mannfræðingur	Noun
anthropology	mannfræði	Noun
anthropomorphize	manngera	Verb
anti-semitism	gyðingahatur	Noun
antibody	mótefni	Noun
antimatter	andefni	Noun
antimony	antimon	Noun
antiparticle	andeind	Noun
antipathy	andúð	Noun
antiquate	fyrna	Verb
antiseptic	sóttverjandi	Adjective
antisocial	andfélagslegur	Adjective
antisocially	andfélagslega	Adverb
antonym	andheiti	Noun
anus	endaþarmsop	Noun
anvil	steðji	Noun
any shark	hákarl	Noun
anyway	hvort sem er	Adverb
aorta	aðalæð	Noun
apart	sundur	Adverb
apartment building	fjölbýlishús	Noun
aphasia	málstol	Noun
aphorism	spakmæli	Noun
apologize	biðja forláts	Verb
apostolic	postullegur	Adjective
apostrophe	úrfellingarmerki	Noun
app	app	Noun
appeal	áfrýja	Verb
appeal	áfrýjun	Noun
appear	birta	Verb
appear briefly	bregða	Verb
appearance	ásýnd	Noun
appease	friða	Verb
appendectomy	botnlanganám	Noun
appendectomy	botnlangaskurður	Noun
appendicitis	botnlangabólga	Noun
appendix	botnlangatota	Noun
appetite	lyst	Noun
applause	klapp	Noun
apple	epli	Noun
apple juice	eplasafi	Noun
apple pie	eplabaka	Noun
apple sauce	eplamauk	Noun
apple sauce	eplamús	Noun
apple tree	eplatré	Noun
appliance	tæki	Noun
applied	heimfærður	Adjective
applied mathematics	heimfærð stærðfræði	Noun
apply for	sækja um	Verb
apply lye to	lúta	Verb
apply to	eiga við	Verb
appoint	skipa	Verb
appointment	skipun	Noun
apprehension	kengur	Noun
apprenticeship	læri	Noun
approach	aðflug	Noun
approve	samþykkja	Verb
approximation	nálgun	Noun
apricot	apríkósa	Noun
apron	svunta	Noun
apéritif	fordrykkur	Noun
apéritif	lystauki	Noun
aquarium	fiskabúr	Noun
aquavit	ákavíti	Noun
arachnid	áttfætla	Noun
archaeologist	fornleifafræðingur	Noun
archaeology	fornleifafræði	Noun
archaeon	fornbaktería	Noun
archaeon	forngerill	Noun
archangel	erkiengill	Noun
archbishop	erkibiskup	Noun
archenemy	erkifjandi	Noun
archenemy	erkióvinur	Noun
archer	bogmaður	Noun
archery	bogfimi	Noun
archipelago	eyjaklasi	Noun
architect	arkitekt	Noun
archæopteryx	öglir	Noun
arctic alpine fleabane	snækobbi	Noun
arctic fox	heimskautarefur	Noun
arctic fox	melrakki	Noun
arctic mouse-ear	fjallafræhyrna	Noun
arctic willow	fjallavíðir	Noun
arctic willow	grávíðir	Noun
area	flatarmál	Noun
area	svæði	Noun
argon	argon	Noun
aristocratic	höfðinglegur	Adjective
arithmetic mean	meðaltal	Noun
arm	armur	Noun
arm	handleggur	Noun
arm	hönd	Noun
arm wrestling	sjómaður	Noun
armadillo	beltisdýr	Noun
armchair	armstóll	Noun
armchair	hægindastóll	Noun
armchair	hægindi	Noun
armour	herklæði	Noun
armpit	handarkriki	Noun
army boot	herstígvél	Noun
around	kringum	Preposition
arrange	skipa	Verb
arrangement	röðun	Noun
arrangement	uppsetning	Noun
array	fylki	Noun
arrest	handtaka	Noun
arrest someone	grípa	Verb
